,bottom_1,bottom_16,bottom_3,bottom_32,bottom_5,sample,sample_id_bald,sample_id_glasses,sample_id_gray_hair,sample_id_hat,sample_id_male,sample_id_young,top_1,top_16,top_3,top_32,top_5
nbatches,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
mean,0.26403117179870605,0.26477813720703125,0.2597692310810089,0.26857030391693115,0.25940266251564026,0.3166205883026123,0.9073437452316284,0.0,0.8251562714576721,0.8700000047683716,0.5068749785423279,0.48234376311302185,0.3214399218559265,0.30095088481903076,0.3135848939418793,0.2957591116428375,0.31002795696258545
std,0.04410139471292496,0.015985148027539253,0.029322529211640358,0.01273385901004076,0.023352090269327164,0.014012660831212997,0.024375878274440765,0.0,0.038971196860075,0.03114059381186962,0.03975439816713333,0.04097851738333702,0.011482183821499348,0.008624850772321224,0.009993182495236397,0.007947440259158611,0.009471632540225983
min,0.17343758046627045,0.2344331443309784,0.1973806917667389,0.2363225519657135,0.2042621672153473,0.28926214575767517,0.85546875,0.0,0.71484375,0.8046875,0.3984375,0.390625,0.2972269654273987,0.28528910875320435,0.2859189510345459,0.281094491481781,0.2908107340335846
25%,0.2365432232618332,0.25374850630760193,0.24129169806838036,0.25867725908756256,0.24349389970302582,0.3063017949461937,0.890625,0.0,0.8046875,0.849609375,0.484375,0.4609375,0.3113989755511284,0.2950258031487465,0.3068468049168587,0.2905331626534462,0.3034535422921181
50%,0.2544081062078476,0.2648219019174576,0.26086828112602234,0.2691223919391632,0.257313534617424,0.3154606372117996,0.908203125,0.0,0.82421875,0.875,0.501953125,0.478515625,0.3214433789253235,0.3004721850156784,0.31183353066444397,0.29609429836273193,0.30998754501342773
75%,0.2834586575627327,0.27410508692264557,0.27561837434768677,0.2763661742210388,0.27625834941864014,0.32532039284706116,0.9248046875,0.0,0.8505859375,0.8935546875,0.5361328125,0.5146484375,0.3293531835079193,0.3068880960345268,0.31934164464473724,0.3016272932291031,0.3162996172904968
max,0.3712785243988037,0.3007371425628662,0.34184885025024414,0.3067318797111511,0.31644076108932495,0.362737774848938,0.953125,0.0,0.921875,0.9296875,0.58984375,0.56640625,0.3504197597503662,0.32228323817253113,0.3414234220981598,0.3149360716342926,0.3368082642555237
